"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1895262583877443644","Thu Feb 27 23:59:46 +0000 2025","1","Dari semua efisiensi &amp; untik danantara katanya Ternyata ada pemotongan ke sini juga alasannya apa? Gajelas Mungkin klo pak @prabowo selama ini ngasih efisiensi dengan alasan yang jelas tujuan yg jelas bisa kita pahamin Plis... alasan untuk MBG/danantara bullshit ga sih..","1895262583877443644","","","in","","0","2","0","https://x.com/undefined/status/1895262583877443644","1378908434",
"1895018840758882477","Thu Feb 27 23:59:43 +0000 2025","1","@Putri_saskia232 @xquitavee @KPK_RI @prabowo Auto Bisu dan buta si vee lihat tweet anda..wkwkwk","1895262570183041326","","Putri_saskia232","in","","0","0","0","https://x.com/undefined/status/1895262570183041326","1826287673348386816",
"1895262558699028514","Thu Feb 27 23:59:40 +0000 2025","0","bohong ah.","1895262558699028514","","","in","","0","0","0","https://x.com/undefined/status/1895262558699028514","1831189782518804480",
"1894586131741905100","Thu Feb 27 23:59:37 +0000 2025","0","@jokoanwar Saatnya presiden @prabowo berikan statement soal kasus pertamax yang sudah merugikan negara dan rakyat bertahun-tahun. Memberantas korupsi di negeri ini harus punya nyali dan tanpa pandang bulu. @setkabgoid @Gerindra","1895262545243709666","","jokoanwar","in","","0","0","0","https://x.com/undefined/status/1895262545243709666","3367645213",
"1895209635717751194","Thu Feb 27 23:59:27 +0000 2025","1","@IrfanSofani @Gerindra @prabowo @bang_dasco Lha ngapain ngoplos Pertamax di SPBU mau ngoplos sejrigen saja? Atau setangki saja? Aneh saja nih depeer","1895262501719417298","","IrfanSofani","in","","0","0","0","https://x.com/undefined/status/1895262501719417298","228935841",
"120767373065199616","Thu Feb 27 23:59:24 +0000 2025","1","@prabowo @afif___rizki P login","1895262487987265819","","prabowo","en","","0","0","0","https://x.com/undefined/status/1895262487987265819","97177982",
"1895095947912520106","Thu Feb 27 23:59:02 +0000 2025","0","@xquitavee @prabowo Hennmmnm ","1895262396937314780","","xquitavee","ht","","0","0","0","https://x.com/undefined/status/1895262396937314780","1165888396989911041",
"1895086570375651624","Thu Feb 27 23:58:57 +0000 2025","0","@NayDonuts @prabowo Usahakan selesainya th 2029 ya tonk...buat bahan kampanye capres","1895262376360051070","","NayDonuts","in","","0","0","0","https://x.com/undefined/status/1895262376360051070","719200698",
"1895116886016430226","Thu Feb 27 23:58:52 +0000 2025","0","@PartaiSocmed Cc @prabowo @gibran_tweet @Gerindra","1895262356084793562","","PartaiSocmed","und","","0","0","0","https://x.com/undefined/status/1895262356084793562","1292672844166356992",
"1895262263424291171","Thu Feb 27 23:58:30 +0000 2025","0","Bapak Presiden @prabowo Ini skandal korupsi luar biasa besar ditengah jeritan rakyat kecil yg sedang kesulitan. Zolim rasanya jika skandal besar ini tidak ditindaklanjuti dengan reformasi total pertamina reformasi tata kelola migas. Mohon jadi perhatian serius.","1895262263424291171","","","in","","0","0","0","https://x.com/undefined/status/1895262263424291171","579089730",
"1895262260739874984","Thu Feb 27 23:58:29 +0000 2025","0","Pernyataan tersebut disampaikan oleh Kapolri Jenderal Polisi Drs. Listyo Sigit Prabowo https://t.co/JFoOILZbb1. dalam acara Baksos Polri Presisi bersama mahasiswa aliansi Badan Eksekutif Mahasiswa (BEM) dan Organisasi Kemasyarakatan Pemuda (OKP) https://t.co/7TyDUzVxkx","1895262260739874984","https://pbs.twimg.com/media/Gk1S-S1aoAE_PU_.jpg","","in","","0","0","0","https://x.com/undefined/status/1895262260739874984","1500660675571773442",
"1895010086139072808","Thu Feb 27 23:58:27 +0000 2025","0","@kenhans03 Sdh d kondisiken sm p jokowi yg ngumpulkan data dan pak prabowo yg eksekusi hahahahahha tinggal mbak puan siap engga dng UU PERAMPASAN ASET DAN HUKUMAN MATI KORUPTOR gitu aja","1895262249356571088","","kenhans03","in","","0","0","0","https://x.com/undefined/status/1895262249356571088","1701140285227671552",
"1895262053893656812","Thu Feb 27 23:58:21 +0000 2025","0","Dari 5.8 Milyar jadi 500 juta anjing?????? Lu sehat Wo? @prabowo","1895262224450716020","","Ieaufeyson","in","","0","0","0","https://x.com/undefined/status/1895262224450716020","727490039614033921",
"1895262181031379155","Thu Feb 27 23:58:10 +0000 2025","1","Kami nantikan @prabowo meregulasi HUKUM menjadi HUKUMAN MATI BAGI KORUPTOR","1895262181031379155","","","in","","0","1","1","https://x.com/undefined/status/1895262181031379155","1168102826624483329",
"1895262160923828569","Thu Feb 27 23:58:06 +0000 2025","0","Salah satu alasan #IndonesiaGelap ini lho https://t.co/GXEZ0nAjR7","1895262160923828569","","","in","","0","0","0","https://x.com/undefined/status/1895262160923828569","2568916987",
"1894994470334279918","Thu Feb 27 23:58:04 +0000 2025","0","@Mata_Netizen62 Kata @prabowo Hidup @jokowi","1895262155697725463","","Mata_Netizen62","in","","0","0","0","https://x.com/undefined/status/1895262155697725463","947863998547902464",
"1895093732971868324","Thu Feb 27 23:57:57 +0000 2025","0","@Ndons_Back @prabowo @are_inismyname @florieliciouss @BANGSAygSUJUD @99propaganda @Kimberley_PS08 @IrawanRommi @DarekaRendy @jatmiko99604253 maksudnya? https://t.co/6hHkMQtVfd","1895262125746250162","https://pbs.twimg.com/media/Gk1SyXTXAAEjoV-.jpg","Ndons_Back","in","","0","1","0","https://x.com/undefined/status/1895262125746250162","152579884",
